congresista,movimiento,circunscripcion,fecha,dato_asistencia
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,01/10/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,07/10/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,13/10/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,14/10/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,15/10/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,18/10/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,19/10/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,21/10/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,27/10/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,28/10/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,29/10/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,03/11/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,04/11/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,05/11/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,11/11/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,12/11/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,17/11/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,18/11/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,19/11/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,24/11/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,25/11/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,26/11/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,01/12/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,02/12/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,03/12/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,09/12/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,10/12/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,11/12/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,14/12/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,15/12/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,16/12/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,17/12/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,18/12/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,20/07/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,26/07/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,01/08/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,08/08/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,15/08/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,21/08/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,28/08/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,04/09/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,05/09/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,11/09/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,12/09/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,18/09/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,19/09/2018,SIN EXCUSA
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,25/09/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,26/09/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,02/10/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,03/10/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,09/10/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,16/10/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,17/10/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,23/10/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,24/10/2018,EX. MÉDICA
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,30/10/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,31/10/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,06/11/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,07/11/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,13/11/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,14/11/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,20/11/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,21/11/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,27/11/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,04/12/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,05/12/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,11/12/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,12/12/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,13/12/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,14/12/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,17/12/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,18/12/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,19/12/2018,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,19/03/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,26/03/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,27/03/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,02/04/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,08/04/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,10/04/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,23/04/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,24/04/2019,EX. MÉDICA
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,29/04/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,30/04/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,01/05/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,02/05/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,08/05/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,13/05/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,14/05/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,21/05/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,22/05/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,28/05/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,29/05/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,04/06/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,05/06/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,10/06/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,11/06/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,12/06/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,13/06/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,18/06/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,19/06/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,20/06/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,20/07/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,23/07/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,30/07/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,31/07/2019,EX. MÉDICA
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,05/08/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,06/08/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,13/08/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,14/08/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,20/08/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,21/08/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,26/08/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,27/08/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,02/09/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,03/09/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,09/09/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,10/09/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,16/09/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,17/09/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,23/09/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,30/09/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,01/10/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,07/10/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,08/10/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,15/10/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,16/10/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,29/10/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,30/10/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,05/11/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,06/11/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,12/11/2019,OTRAS EXCUSAS
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,13/11/2019,OTRAS EXCUSAS
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,18/11/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,19/11/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,20/11/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,25/11/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,26/11/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,02/12/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,03/12/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,04/12/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,09/12/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,10/12/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,11/12/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,12/12/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,13/12/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,16/12/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,17/12/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,18/12/2019,SIN EXCUSA
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,19/12/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,20/12/2019,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,14/04/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,21/04/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,23/04/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,28/04/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,30/04/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,07/05/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,12/05/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,15/05/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,16/05/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,19/05/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,21/05/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,26/05/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,27/05/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,28/05/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,29/05/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,04/06/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,05/06/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,09/06/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,11/06/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,16/06/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,17/06/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,18/06/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,19/06/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,20/06/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,20/07/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,28/07/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,29/07/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,04/08/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,05/08/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,06/08/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,11/08/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,12/08/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,13/08/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,14/08/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,18/08/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,19/08/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,20/08/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,25/08/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,26/08/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,27/08/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,28/08/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,29/08/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,01/09/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,02/09/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,03/09/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,08/09/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,09/09/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,10/09/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,15/09/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,16/09/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,17/09/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,22/09/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,29/09/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,30/09/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,01/10/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,07/10/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,13/10/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,14/10/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,15/10/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,18/10/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,19/10/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,21/10/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,27/10/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,28/10/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,29/10/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,03/11/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,04/11/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,05/11/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,11/11/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,12/11/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,17/11/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,18/11/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,19/11/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,24/11/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,25/11/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,26/11/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,01/12/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,02/12/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,03/12/2020,ASISTIÓ
DEL RIO CABARCAS ALONSO JOSE ,PARTIDO DE LA U,BOLÍVAR,09/12/2020,ASISTIÓ
